Id,reassignment_count,reopen_count,update_count,made_sla,opened_by,opened_at,contact_type,location,category,subcategory,impact,urgency,priority,assigned_to,knowledge,notify,vendor,target_days
INC0008873,0,0,0,True,Opened by  397,2016-03-18 15:11:00,Phone,Location 143,Category 57,Subcategory 170,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,9
INC0008874,0,0,0,True,Opened by  397,2016-03-18 15:14:00,Phone,Location 34,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,17
INC0008876,0,0,0,True,Opened by  386,2016-03-18 15:14:00,Phone,Location 108,Category 23,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 115,False,Do Not Notify,,16
INC0008877,0,0,0,True,Opened by  397,2016-03-18 15:17:00,Phone,Location 56,Category 46,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 207,False,Do Not Notify,,6
INC0008880,0,0,0,True,Opened by  168,2016-03-18 15:18:00,Phone,Location 161,Category 24,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 89,False,Do Not Notify,,6
INC0008881,0,0,0,True,Opened by  108,2016-03-18 15:20:00,Phone,Location 204,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 56,False,Do Not Notify,,6
INC0008883,0,0,0,True,Opened by  397,2016-03-18 15:22:00,Phone,Location 161,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 24,False,Do Not Notify,,7
INC0008886,0,0,0,True,Opened by  55,2016-03-18 15:22:00,Phone,Location 111,Category 26,Subcategory 275,2 - Medium,2 - Medium,3 - Moderate,Resolver 17,False,Do Not Notify,,6
INC0008887,0,0,0,True,Opened by  397,2016-03-18 15:22:00,Phone,Location 54,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 126,False,Do Not Notify,,11
INC0008888,0,0,0,True,Opened by  301,2016-03-18 15:24:00,Phone,Location 108,Category 23,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,8
INC0008889,0,0,0,True,Opened by  55,2016-03-18 15:26:00,Phone,Location 34,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 194,False,Do Not Notify,,6
INC0008890,0,0,0,True,Opened by  168,2016-03-18 15:27:00,Phone,Location 229,Category 24,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 89,False,Do Not Notify,,6
INC0008891,0,0,0,True,Opened by  397,2016-03-18 15:27:00,Phone,Location 143,Category 46,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 236,False,Do Not Notify,,6
INC0008892,0,0,0,True,Opened by  168,2016-03-18 15:30:00,Phone,Location 229,Category 24,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 89,False,Do Not Notify,,6
INC0008893,0,0,0,True,Opened by  168,2016-03-18 15:33:00,Phone,Location 229,Category 24,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 89,False,Do Not Notify,,6
INC0008894,0,0,0,True,Opened by  55,2016-03-18 15:35:00,Phone,Location 33,Category 61,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,9
INC0008895,0,0,0,True,Opened by  55,2016-03-18 15:35:00,Phone,Location 204,Category 61,Subcategory 16,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,16
INC0008896,0,0,0,True,Opened by  397,2016-03-18 15:36:00,Phone,Location 204,Category 35,Subcategory 28,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,15
INC0008897,0,0,0,True,Opened by  108,2016-03-18 15:36:00,Phone,Location 209,Category 57,Subcategory 146,2 - Medium,2 - Medium,3 - Moderate,Resolver 17,False,Do Not Notify,,16
INC0008898,0,0,0,True,Opened by  17,2016-03-18 15:37:00,Phone,Location 133,Category 24,Subcategory 202,2 - Medium,2 - Medium,3 - Moderate,Resolver 215,False,Do Not Notify,,11
INC0008899,0,0,0,True,Opened by  301,2016-03-18 15:38:00,Phone,Location 143,Category 26,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 17,False,Do Not Notify,,16
INC0008900,0,0,0,True,Opened by  17,2016-03-18 15:39:00,Phone,Location 108,Category 9,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 34,False,Do Not Notify,,7
INC0008901,0,0,0,True,Opened by  55,2016-03-18 15:42:00,Phone,Location 161,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 253,False,Do Not Notify,,14
INC0008903,0,0,0,True,Opened by  55,2016-03-18 15:46:00,Phone,Location 51,Category 61,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,9
INC0008904,0,0,0,True,Opened by  423,2016-03-18 15:47:00,Phone,Location 204,Category 46,Subcategory 150,2 - Medium,2 - Medium,3 - Moderate,Resolver 200,False,Do Not Notify,,43
INC0008905,0,0,0,True,Opened by  433,2016-03-18 15:48:00,Phone,Location 51,Category 46,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 134,False,Do Not Notify,,8
INC0008906,0,0,0,True,Opened by  55,2016-03-18 15:49:00,Phone,Location 39,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,17
INC0008907,0,0,0,True,Opened by  17,2016-03-18 15:49:00,Phone,Location 135,Category 37,Subcategory 135,2 - Medium,2 - Medium,3 - Moderate,Resolver 17,False,Do Not Notify,,14
INC0008908,0,0,0,True,Opened by  55,2016-03-18 15:50:00,Phone,Location 93,Category 34,Subcategory 154,2 - Medium,2 - Medium,3 - Moderate,Resolver 69,False,Do Not Notify,,92
INC0008909,0,0,0,True,Opened by  301,2016-03-18 15:50:00,Phone,Location 131,Category 23,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 111,False,Do Not Notify,,8
INC0008910,0,0,0,True,Opened by  397,2016-03-18 15:54:00,Phone,Location 108,Category 20,Subcategory 125,2 - Medium,2 - Medium,3 - Moderate,Resolver 126,False,Do Not Notify,,8
INC0008911,0,0,0,True,Opened by  168,2016-03-18 15:56:00,Phone,Location 161,Category 24,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 89,False,Do Not Notify,,6
INC0008913,0,0,0,True,Opened by  360,2016-03-18 15:58:00,Phone,Location 14,Category 46,Subcategory 220,2 - Medium,2 - Medium,3 - Moderate,Resolver 175,False,Do Not Notify,,32
INC0008914,0,0,0,True,Opened by  397,2016-03-18 16:00:00,Phone,Location 54,Category 46,Subcategory 255,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,24
INC0008915,0,0,0,True,Opened by  55,2016-03-18 16:01:00,Phone,Location 161,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 194,False,Do Not Notify,,7
INC0008916,0,0,0,True,Opened by  108,2016-03-18 16:04:00,Phone,Location 108,Category 23,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,6
INC0008918,0,0,0,True,Opened by  397,2016-03-18 16:13:00,Phone,Location 108,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 183,False,Do Not Notify,,8
INC0008919,0,0,0,True,Opened by  55,2016-03-18 16:13:00,Phone,Location 108,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 28,False,Do Not Notify,,6
INC0008920,0,0,0,True,Opened by  17,2016-03-18 16:16:00,Phone,Location 143,Category 20,Subcategory 125,2 - Medium,2 - Medium,3 - Moderate,Resolver 115,False,Do Not Notify,,6
INC0008922,0,0,0,True,Opened by  386,2016-03-18 16:19:00,Phone,Location 161,Category 46,Subcategory 150,2 - Medium,2 - Medium,3 - Moderate,Resolver 200,False,Do Not Notify,,53
INC0008923,0,0,0,True,Opened by  55,2016-03-18 16:20:00,Phone,Location 39,Category 42,Subcategory 31,2 - Medium,2 - Medium,3 - Moderate,Resolver 71,False,Do Not Notify,,8
INC0008924,0,0,0,True,Opened by  397,2016-03-18 16:20:00,Phone,Location 44,Category 44,Subcategory 59,2 - Medium,2 - Medium,3 - Moderate,Resolver 147,False,Do Not Notify,,6
INC0008925,0,0,0,True,Opened by  397,2016-03-18 16:24:00,Phone,Location 204,Category 28,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 193,False,Do Not Notify,,17
INC0008926,0,0,0,True,Opened by  108,2016-03-18 16:25:00,Phone,Location 108,Category 23,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,6
INC0008927,0,0,0,True,Opened by  55,2016-03-18 16:26:00,Phone,Location 108,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 28,False,Do Not Notify,,14
INC0008929,0,0,0,True,Opened by  397,2016-03-18 16:32:00,Phone,Location 204,Category 35,Subcategory 132,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,17
INC0008930,0,0,0,True,Opened by  221,2016-03-18 16:35:00,Phone,Location 143,Category 37,Subcategory 123,2 - Medium,2 - Medium,3 - Moderate,Resolver 74,False,Do Not Notify,,15
INC0008931,0,0,0,True,Opened by  397,2016-03-18 16:35:00,Phone,Location 143,Category 61,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,36
INC0008933,0,0,0,True,Opened by  397,2016-03-18 16:40:00,Phone,Location 143,Category 42,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,6
INC0008934,0,0,0,True,Opened by  381,2016-03-18 16:43:00,Phone,Location 204,Category 42,Subcategory 223,2 - Medium,1 - High,2 - High,Resolver 182,False,Do Not Notify,,7
INC0008935,0,0,0,True,Opened by  55,2016-03-18 16:43:00,Phone,Location 83,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 69,False,Do Not Notify,,29
INC0008936,0,0,0,True,Opened by  109,2016-03-18 16:51:00,Phone,Location 204,Category 26,Subcategory 275,2 - Medium,2 - Medium,3 - Moderate,Resolver 126,False,Do Not Notify,,8
INC0008937,0,0,0,True,Opened by  55,2016-03-18 16:54:00,Phone,Location 43,Category 23,Subcategory 3,2 - Medium,2 - Medium,3 - Moderate,Resolver 191,False,Do Not Notify,,20
INC0008938,0,0,0,True,Opened by  17,2016-03-18 16:55:00,Phone,Location 51,Category 61,Subcategory 16,2 - Medium,1 - High,2 - High,,False,Do Not Notify,,101
INC0008939,0,0,0,True,Opened by  55,2016-03-18 16:55:00,Phone,Location 204,Category 37,Subcategory 135,2 - Medium,1 - High,2 - High,Resolver 140,False,Do Not Notify,,7
INC0008940,0,0,0,True,Opened by  108,2016-03-18 16:58:00,Phone,Location 42,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 153,False,Do Not Notify,,45
INC0008941,0,0,0,True,Opened by  17,2016-03-18 16:59:00,Phone,Location 93,Category 34,Subcategory 154,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,22
INC0008942,0,0,0,True,Opened by  444,2016-03-18 17:00:00,Phone,Location 143,Category 23,Subcategory 3,2 - Medium,2 - Medium,3 - Moderate,Resolver 229,False,Do Not Notify,,22
INC0008943,0,0,0,True,Opened by  240,2016-03-18 17:00:00,Phone,Location 199,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 127,False,Do Not Notify,,10
INC0008945,0,0,0,True,Opened by  240,2016-03-18 17:02:00,Phone,Location 18,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 127,False,Do Not Notify,,10
INC0008946,0,0,0,True,Opened by  108,2016-03-18 17:03:00,Phone,Location 161,Category 23,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 253,False,Do Not Notify,,7
INC0008947,0,0,0,True,Opened by  240,2016-03-18 17:08:00,Phone,Location 143,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 127,False,Do Not Notify,,10
INC0008948,0,0,0,True,Opened by  240,2016-03-18 17:09:00,Phone,Location 18,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 127,False,Do Not Notify,,10
INC0008949,0,0,0,True,Opened by  240,2016-03-18 17:11:00,Phone,Location 18,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 127,False,Do Not Notify,,10
INC0008950,0,0,0,True,Opened by  240,2016-03-18 17:13:00,Phone,Location 15,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 127,False,Do Not Notify,,10
INC0008951,0,0,0,True,Opened by  17,2016-03-18 17:16:00,Phone,Location 51,Category 46,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 127,False,Do Not Notify,,6
INC0008952,0,0,0,True,Opened by  240,2016-03-18 17:21:00,Phone,Location 51,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 127,False,Do Not Notify,,10
INC0008957,0,0,0,True,Opened by  58,2016-03-18 17:30:00,Phone,Location 46,Category 28,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 17,False,Do Not Notify,,6
INC0008958,0,0,0,True,Opened by  10,2016-03-18 17:31:00,Email,,Category 41,,2 - Medium,2 - Medium,3 - Moderate,,False,Send Email,,8
INC0008959,0,0,0,True,Opened by  55,2016-03-18 17:33:00,Phone,Location 54,Category 32,Subcategory 9,2 - Medium,2 - Medium,3 - Moderate,Resolver 28,False,Do Not Notify,,6
INC0008960,0,0,0,True,Opened by  58,2016-03-18 17:36:00,Phone,Location 161,Category 23,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 249,False,Do Not Notify,,7
INC0008961,0,0,0,True,Opened by  10,2016-03-18 17:37:00,Email,,Category 41,,2 - Medium,2 - Medium,3 - Moderate,,False,Send Email,,8
INC0008962,0,0,0,True,Opened by  17,2016-03-18 17:45:00,Phone,Location 108,Category 46,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 17,False,Do Not Notify,,16
INC0008963,0,0,0,True,Opened by  55,2016-03-18 17:46:00,Phone,Location 51,Category 26,Subcategory 164,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,17
INC0008972,0,0,0,True,Opened by  91,2016-03-18 18:56:00,Phone,Location 161,Category 46,Subcategory 231,2 - Medium,2 - Medium,3 - Moderate,Resolver 153,False,Do Not Notify,,53
INC0008973,0,0,0,True,Opened by  91,2016-03-18 19:13:00,Phone,Location 161,Category 46,Subcategory 231,2 - Medium,2 - Medium,3 - Moderate,Resolver 45,False,Do Not Notify,,5
INC0008976,0,0,0,True,Opened by  91,2016-03-18 19:36:00,Phone,Location 204,Category 46,Subcategory 246,2 - Medium,2 - Medium,3 - Moderate,Resolver 40,False,Do Not Notify,,7
INC0008977,0,0,0,True,Opened by  58,2016-03-18 19:38:00,Phone,Location 108,Category 20,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0008978,0,0,0,True,Opened by  55,2016-03-18 19:39:00,Phone,Location 51,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Resolver 17,False,Do Not Notify,,8
INC0008979,0,0,0,True,Opened by  58,2016-03-18 19:43:00,Phone,Location 108,Category 23,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0008981,0,0,0,True,Opened by  47,2016-03-18 20:12:00,Phone,Location 143,Category 37,Subcategory 285,2 - Medium,1 - High,2 - High,Resolver 74,False,Do Not Notify,,14
INC0008984,0,0,0,True,Opened by  305,2016-03-18 20:41:00,Phone,Location 161,Category 46,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 15,False,Do Not Notify,,5
INC0008986,0,0,0,True,Opened by  58,2016-03-18 21:36:00,Phone,Location 108,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 159,False,Do Not Notify,,7
INC0008987,0,0,0,True,Opened by  47,2016-03-18 22:38:00,Phone,Location 143,Category 23,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 26,False,Do Not Notify,,65
INC0008990,0,0,0,True,Opened by  58,2016-03-18 22:57:00,Phone,Location 108,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 170,False,Do Not Notify,,7
INC0008991,0,0,0,True,Opened by  305,2016-03-18 23:06:00,Phone,Location 93,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 17,False,Do Not Notify,,14
INC0008993,0,0,0,True,Opened by  58,2016-03-18 23:15:00,Phone,Location 143,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0008994,0,0,0,True,Opened by  47,2016-03-18 23:45:00,Phone,Location 143,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 26,False,Do Not Notify,,5
INC0008995,0,0,0,True,Opened by  443,2016-03-19 00:33:00,Phone,Location 169,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0008996,0,0,0,True,Opened by  443,2016-03-19 00:39:00,Phone,Location 108,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0008997,0,0,0,True,Opened by  443,2016-03-19 00:52:00,Phone,Location 169,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 194,False,Do Not Notify,,7
INC0008999,0,0,0,True,Opened by  8,2016-03-19 01:41:00,Phone,Location 143,Category 37,Subcategory 285,2 - Medium,2 - Medium,3 - Moderate,Resolver 74,False,Do Not Notify,,15
INC0009000,0,0,0,True,Opened by  8,2016-03-19 04:01:00,Phone,Location 125,Category 28,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 6,False,Do Not Notify,,5
INC0009001,0,0,0,True,Opened by  443,2016-03-19 05:15:00,Phone,Location 204,Category 37,Subcategory 135,2 - Medium,2 - Medium,3 - Moderate,Resolver 233,False,Do Not Notify,,22
INC0009002,0,0,0,True,Opened by  17,2016-03-19 05:44:00,Phone,Location 51,Category 54,Subcategory 129,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,21
INC0009003,0,0,0,True,Opened by  180,2016-03-19 06:32:00,Phone,Location 125,Category 51,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 94,False,Do Not Notify,,7
INC0009007,0,0,0,True,Opened by  8,2016-03-19 06:51:00,Phone,Location 54,Category 32,Subcategory 9,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0009008,0,0,0,True,Opened by  131,2016-03-19 06:53:00,Phone,Location 54,Category 32,Subcategory 9,3 - Low,3 - Low,4 - Low,Resolver 73,False,Do Not Notify,,5
INC0009009,0,0,0,True,Opened by  180,2016-03-19 06:53:00,Phone,Location 204,Category 23,Subcategory 3,2 - Medium,2 - Medium,3 - Moderate,Resolver 57,False,Do Not Notify,,10
INC0009010,0,0,0,True,Opened by  180,2016-03-19 07:00:00,Phone,Location 125,Category 51,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 94,False,Do Not Notify,,5
INC0009012,0,0,0,True,Opened by  180,2016-03-19 07:25:00,Phone,Location 125,Category 51,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 94,False,Do Not Notify,,5
INC0009013,0,0,0,True,Opened by  180,2016-03-19 07:39:00,Phone,Location 125,Category 51,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 94,False,Do Not Notify,,5
INC0009015,0,0,0,True,Opened by  131,2016-03-19 07:59:00,Phone,Location 204,Category 57,Subcategory 170,2 - Medium,2 - Medium,3 - Moderate,Resolver 94,False,Do Not Notify,,5
INC0009017,0,0,0,True,Opened by  17,2016-03-19 08:02:00,Phone,Location 143,Category 20,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,15
INC0009019,0,0,0,True,Opened by  131,2016-03-19 08:09:00,Phone,Location 161,Category 57,Subcategory 170,2 - Medium,2 - Medium,3 - Moderate,Resolver 73,False,Do Not Notify,,5
INC0009020,0,0,0,True,Opened by  8,2016-03-19 08:10:00,Phone,Location 143,Category 23,Subcategory 75,2 - Medium,2 - Medium,3 - Moderate,Resolver 229,False,Do Not Notify,,8
INC0009022,0,0,0,True,Opened by  180,2016-03-19 08:13:00,Phone,Location 143,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,5
INC0009026,0,0,0,True,Opened by  17,2016-03-19 08:37:00,Phone,Location 108,Category 57,Subcategory 185,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,65
INC0009028,0,0,0,True,Opened by  180,2016-03-19 08:46:00,Phone,Location 204,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,17
INC0009029,0,0,0,True,Opened by  8,2016-03-19 08:51:00,Phone,Location 204,Category 63,Subcategory 111,2 - Medium,2 - Medium,3 - Moderate,Resolver 227,False,Do Not Notify,,17
INC0009032,0,0,0,True,Opened by  131,2016-03-19 09:12:00,Phone,Location 161,Category 37,Subcategory 189,2 - Medium,2 - Medium,3 - Moderate,Resolver 120,False,Do Not Notify,,8
INC0009037,0,0,0,True,Opened by  8,2016-03-19 09:30:00,Phone,Location 143,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Resolver 236,False,Do Not Notify,,8
INC0009038,0,0,0,True,Opened by  17,2016-03-19 09:30:00,Phone,Location 173,Category 32,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,5
INC0009047,0,0,0,True,Opened by  131,2016-03-19 11:00:00,Phone,Location 108,Category 42,Subcategory 223,3 - Low,3 - Low,4 - Low,Resolver 183,False,Do Not Notify,,7
INC0009050,0,0,0,True,Opened by  500,2016-03-19 11:54:00,Phone,Location 204,Category 28,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 232,False,Do Not Notify,,5
INC0009051,0,0,0,True,Opened by  55,2016-03-19 12:11:00,Phone,Location 161,Category 34,Subcategory 154,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0009054,0,0,0,True,Opened by  131,2016-03-19 12:21:00,Phone,Location 179,Category 9,Subcategory 164,3 - Low,3 - Low,4 - Low,,False,Do Not Notify,,5
INC0009055,0,0,0,True,Opened by  17,2016-03-19 12:54:00,Phone,Location 143,Category 28,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,5
INC0009056,0,0,0,True,Opened by  500,2016-03-19 13:34:00,Phone,Location 204,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 153,False,Do Not Notify,,21
INC0009057,0,0,0,True,Opened by  386,2016-03-19 14:04:00,Phone,Location 143,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0009059,0,0,0,True,Opened by  55,2016-03-19 15:24:00,Phone,Location 143,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Resolver 28,False,Do Not Notify,,5
INC0009060,0,0,0,True,Opened by  500,2016-03-19 16:32:00,Phone,Location 108,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Resolver 232,False,Do Not Notify,,5
INC0009062,0,0,0,True,Opened by  58,2016-03-19 17:40:00,Phone,Location 143,Category 9,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0009063,0,0,0,True,Opened by  17,2016-03-19 17:47:00,Phone,Location 143,Category 26,Subcategory 175,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,5
INC0009064,0,0,0,True,Opened by  58,2016-03-19 18:00:00,Phone,Location 143,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 236,False,Do Not Notify,,6
INC0009065,0,0,0,True,Opened by  58,2016-03-19 18:12:00,Phone,Location 204,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 194,False,Do Not Notify,,6
INC0009067,0,0,0,True,Opened by  47,2016-03-19 18:43:00,Phone,Location 143,Category 32,Subcategory 9,2 - Medium,2 - Medium,3 - Moderate,Resolver 26,False,Do Not Notify,,5
INC0009068,0,0,0,True,Opened by  17,2016-03-19 18:53:00,Phone,Location 204,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,5
INC0009069,0,0,0,True,Opened by  58,2016-03-19 20:22:00,Phone,Location 143,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 126,False,Do Not Notify,,5
INC0009070,0,0,0,True,Opened by  239,2016-03-19 21:48:00,Phone,Location 93,Category 42,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 101,False,Do Not Notify,,7
INC0009071,0,0,0,True,Opened by  58,2016-03-19 22:10:00,Phone,Location 108,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 194,False,Do Not Notify,,6
INC0009074,0,0,0,True,Opened by  8,2016-03-19 23:39:00,Phone,Location 143,Category 32,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 236,False,Do Not Notify,,13
INC0009075,0,0,0,True,Opened by  8,2016-03-20 00:17:00,Phone,Location 161,Category 32,Subcategory 9,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0009079,0,0,0,True,Opened by  242,2016-03-20 00:37:00,Phone,Location 204,Category 32,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 128,False,Do Not Notify,,5
INC0009080,0,0,0,True,Opened by  443,2016-03-20 00:45:00,Phone,Location 204,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 13,False,Do Not Notify,,16
INC0009081,0,0,0,True,Opened by  221,2016-03-20 01:03:00,Phone,Location 204,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0009082,0,0,0,True,Opened by  242,2016-03-20 01:50:00,Phone,Location 204,Category 57,Subcategory 185,2 - Medium,2 - Medium,3 - Moderate,Resolver 167,False,Do Not Notify,,6
INC0009084,0,0,0,True,Opened by  8,2016-03-20 02:10:00,Phone,Location 204,Category 57,Subcategory 185,2 - Medium,2 - Medium,3 - Moderate,Resolver 167,False,Do Not Notify,,6
INC0009087,0,0,0,True,Opened by  242,2016-03-20 02:27:00,Phone,Location 108,Category 20,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,,False,Do Not Notify,,5
INC0009088,0,0,0,True,Opened by  8,2016-03-20 03:47:00,Phone,Location 125,Category 8,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 212,False,Do Not Notify,,6
INC0009089,0,0,0,True,Opened by  443,2016-03-20 06:02:00,Phone,Location 161,Category 46,Subcategory 223,2 - Medium,2 - Medium,3 - Moderate,Resolver 101,False,Do Not Notify,,20
INC0009090,0,0,0,True,Opened by  17,2016-03-20 06:17:00,Phone,Location 143,Category 57,Subcategory 170,2 - Medium,2 - Medium,3 - Moderate,Resolver 94,False,Do Not Notify,,5
INC0009091,0,0,0,True,Opened by  221,2016-03-20 06:37:00,Phone,Location 161,Category 53,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 115,False,Do Not Notify,,5
INC0009092,0,0,0,True,Opened by  180,2016-03-20 07:03:00,Phone,Location 125,Category 51,Subcategory 174,2 - Medium,2 - Medium,3 - Moderate,Resolver 94,False,Do Not Notify,,5
